ImgId,title,description,categories
B0002DVDN8,"Super Sensitive Red Label 4117 Viola A String, Standard","Super Sensitive Red Label strings are one the most popular in America. Economically priced, the strings are made with high quality winding and core materials providing the durability and dependability required by the school orchestra programs.  These durable strings provide good tonal quality and dependability. Red Label strings are especially favored by Suzuki Method instructors, school and private teachers and students, and many professional musicians. Red Label strings are available in many different sizes allowing younger students to use right size strings on their instruments rather than fitting larger sized strings. Made in USA.",Musical Instruments
B0002LJQMA,Connolly Hide Care Leather Kit,"Connolly Leather Care has the solution: A harmonious pair of products to clean and condition your leather to satiny-smooth perfection. They didnt earn their reputation by turning out substandard products. Your leather couldnt be in better, more competent hands!",Automotive
B0000DCXDQ,Organic Semolina Flour (Semola di Grano Duro),"This ground durum wheat flour (a hard wheat) is used to make gnocchi alla Romana, rustic breads and fresh egg pasta. Because it is such a coarse grind (it has the consistency of fine sand), semolina flour requires more liquid than wheat flour does.Special Instructions: Let the freshly opened bag breathe for an hour before using. Store in an airtight container in a cool, dark, spot.",Grocery & Gourmet Food
B000094OW9,"Eucerin Clear Skin Formula Pore Purifying Foaming Wash, 6.8 Fluid Ounces","Dermatologist recommended. Cleanses deep down to the pores. Removes trouble causing dirt and oil. Gentle acting formula. Non-irritating. Soap-free. Eucerin Clear Skin Formulas are dermatologist recommended products that meet the needs of blemish-prone skin by providing effective yet gentle care without irritation. Eucerin Pore Purifying Foaming Wash cleanses deep down to the pores, removing excess oil and dirt that can clog pores and lead to breakouts. Gentle and non-drying, it improves your skin's complexion without leaving any pore clogging residue behind. Gentle, non-drying; Fragrance-free; Non-comedogenic (won't clog pores); Non-acnegenic (won't cause acne); Non-irritating - well tolerated by acne-prone skin.",Beauty
B0000CBJ3Y,Plews 30-300 Standard Duty Pistol Grease Gun,"This standard duty pistol grease gun features easy one-hand operation. 2-way loading: 14 ounce cartridge or bulk load. Head cap port for adding air bleeder or bulk loader fitting. Develops up to 5,000 PSI and is equipped with 3-1/2 inch grease pipe and coupler. Includes 12 inch flex hose.",Automotive
B00001Z3H8,Sony SRFHM55 Sports Walkman AM/FM Stereo Headphone Radio,"Sony's AM/FM stereo headphone radio is designed for active use. Made of  high-impact plastic, it uses rubber gaskets, bushings, and water-resistant seals  to keep water, moisture, and dirt out. The AM/FM stereo radio has digital  synthesized tuning for drift-free reception. An auto volume limiter works to  minimize distortion, while large drivers enhance sound delivery.A dual headband provides a secure fit and adjusts on either side. The flexible  FM antenna includes a light reflector for added safety. Its built-in clock also  has a battery life indicator. The SRF-HM55 can run on two AA-size batteries (not  included) for up to 33 hours. Sony offers a one-year warranty on parts and 90  days on labor.",Electronics
B000GEGUEU,Rumble Tuff Gift Set - Changing Pad and 2 Terry Cloth Covers,Rumble Tuff Gift Set The Rumble Tuff Gift Set is perfect for new parents and makes a great baby shower gift.  This is the whole package!  It includes the Rumble Tuff Changing Pad and includes 2 terry cloth covers for the changing pad.  It is the perfect combination for of a baby changing pad and sanitary cover. The changing table pad features four sided contoured changing pads.  Rumble Tuff is the creator of the original four sided changer.  It features a soft headrest which comfortable suppor,Baby Products
B0002JMD6S,Cyclo Industries 65864 Leather Cleaner,Tanner's Preserve. Cleans all leather surfaces of your car easily and quickly. Use with Tanner's Preserve leather conditioner. Pump bottle. 7.5 oz.,Automotive
B00094NPRW,3-Pack Girl Kissaluvs Fitted Cloth Diaper: Size 0 (5-16 lbs),"3-pack includes 1-Purple, 1-Yellow and 1-Coral  These diapers are made of wonderfully soft, absorbent, and durable cotton fleece.  Stretchy elastic and fabrics create a snug-fit without binding. Elastic at the legs and back contain messes.  Unique fit with low-rise front and full coverage back fit easily into diaper covers.   All sizes have durable plastic snaps and let you overlap the wings to get a great fit on even the thinnest baby. Uniquely spaced adjustable wing snaps provide numerous options depending on your babies build for a custom fit.   The simple design is especially popular with dads and babysitters! 90% unbleached cotton, 10% polyester.",Baby
B000EEXMN4,TomTom RIDER Additional Bluetooth Headset,"If you ride with a helmet, you'll want to make sure that the spoken instructions that you get from your TomTom RIDER come in loud and clear. With this Additional Bluetooth Headset, you'll never have to worry about missing an instruction again. Using Bluetooth technology, the headset's water-resistant receiver will do the job. The kit includes two different headsets that each include its own integrated microphone for hands-free calling.What's in the BoxBluetooth receiver, helmet headset, standard headset, and warranty leaflet.",Cell Phones & Accessories
B0002ASD7K,Cosmic Pet Alpine Scratcher Replacement Kit,"The replacement scratch pads, made for the Cosmic Alpine scratcher , they come with a 1/2 oz polybag of Cosmic Catnip",Pet Supplies
B0000225V7,Freud LU84R012 12-Inch 60 Tooth ATB Combination Saw Blade with 1-Inch Arbor and PermaShield Coating,"The 12-inch Freud LU84R012 Combination Saw Blade with Perma-SHIELD offers a configuration that pairs flat teeth and alternating-top-bevel teeth to ensure strong performance both when ripping and when crosscutting. Also offering TiCo high-density carbide tips, laser-cut, anti-vibration slots that eliminate the need for stabilizers, and Freud's Perma-SHIELD coating to prevent the buildup of friction and heat, this multi-purpose blade is built for lasting convenience.LU84R012 Combination Saw Blade with Perma-SHIELDAt a Glance:Ideal for crosscutting materials 3/4 to 3-1/2inches thick, and ripping materials 3/8 to 1-1/2 inches thickHeavy-duty plate with laser-cut, anti-vibration slotsTough Perma-SHIELD coating reduces friction and heat buildupTechnical Specs:CoatingPerma-SHIELDDiameter12""Teeth60 COMBArbor1""Kerf (K).126Plate (P).087Large Gulletsallow for fast ripping and easy chip removalLaser-Cut Anti-Vibration Slotsdrastically reduce vibration and sideways movement in the cut extending blade life, and giving a crisp, swirl-free flawless finishCombination Tooth Design for Versatility and AccuracyThis blade's 60 teeth are arranged in groups of five, each of which includes one flat-top raker tooth for fast, accurate ripping. Each flat tooth is followed by four alternating-top-bevel (ATB) teeth that are particularly well suited to crosscutting, and large gullets between the teeth ensure effective chip clearance.This blade is designed for optimal performance when crosscutting materials that are 3/4 to 3-1/2 inches thick or ripping materials that are 3/8 to 1-1/2 inches thick. It makes quick work of hard- and softwood, plywood, and chipboard. It can also handle laminates or tackle thinner or thicker materials. However, some loss of surface finish may occur when it is used outside its ideal range. It has a 1-inch arbor and produces a 0.126 kerf.Well-Balanced, Anti-Vibration DesignThis Freud blade is precision balanced and pretensioned for truer cuts under heavy loads. It also features laser-cut, anti-vibration slots that reduce chatter for a cleaner finish, longer blade life, and reduced noise while you work. And because the entire blade is laser cut from high-strength steel, you can trust that it will stay stable, flat, and true, even after prolonged use. Furthermore, this well-balanced, anti-vibration design means there's no need to use add-on stabilizers with this blade.High-Density Carbide for Maximum Cutting PerformanceThis combination saw blade's 60 teeth are finished with tips made from Freud's application-specific TiCo high-density carbide ""combination blend."" Formulated to help the blade maintain a sharp cutting edge for longer when faced with a variety of applications, this blend includes just a little bit more high-density tungsten carbide than other TiCo blends. And it still offers the full mix of improved corrosion resistance, heat resistance, and impact resistance that you expect from TiCo.With teeth that start out sharper and deliver improved edge retention, the blade can go longer between sharpening, and will hold up longer--saving you time and money.Perma-SHIELD Coating Reduces Friction and Heat BuildupBuilt to withstand tough use in less-than-ideal conditions, this blade is finished with Freud's red Perma-SHIELD--a non-stick coating that reduces friction and nearly eliminates the heat buildup that excess friction can cause. By providing complete thermal insulation, this coating protects your tools and your work surface. And it resists binding when the blade is used for large-volume cutting applications, which reduces blade warp.As a lubricating feature, Perma-SHIELD allows the blade to spin freely while reducing stress on the motor and carriage of your saw. In addition, this coating helps prevent debris collection and resin or ""pitch"" buildup. Since gummy pitch buildup causes extra drag on the motor of your saw, less buildup is another little convenience that translates into longer tool life and longer blade life. It also means less downtime for blade cleaning, so you get jobs done faster.This industrial saw blade is backed by Freud's limited lifetime warranty.About Freud: A History of Innovative ManufacturingAn industry leader for more than 50 years, Freud America, Inc. is a manufacturer and marketer of superior carbide cutting tools for the woodworking industry. Freud is one of the few manufacturers of woodworking tools in the world that produces its own MicroGrain Carbide with Titanium, called TiCo, a high-density combination of Titanium and Cobalt.By producing their own carbide, Freud has the unique ability to formulate each tool for each specific application, thereby maximizing the cutting life and performance of the tool. Freud's full line of high-quality, woodworking tools includes saw blades, router bits, shaper cutters, power tools, and more.What's in the BoxFreud LU84R012 Combination Saw Blade--12-inch diameter, 1-inch arbor, 60-tooth COMBO design.",Tools & Home Improvement
B00009NQRK,Newborn 5 Piece Sleep Set in Blue,"The Newborn 6 Piece Sleep Set from Pampers contains the essentials for a Newborn. 1 Gown, 1 Cap, 1 Bootie Receiving Blanket, 1 Bib and 1 Burp Cloth.",Baby
B00000JQ50,Ty Beanie Babies - Neon the Ty-Dyed Seahorse,"Born in shallow water in a sea grass bay,Their eyes can swivel and look every which way,Walk down the beach on a bright, sunny day,Jump into the sea and watch them while they play!Neon the seahorse is a ocean beauty. Born on April 1, 1999, she has a whimsical charm. She's made of shiny, short-nap, tie-dyed velvet, which makes her look like she's really wet. She has two small horns on her head, a fin on her back, and a tail that can roll and unroll. Golden eyes with big pupils really seem to look at you. This sea creature is very gentle and peaceful, and would be a great toy for anyone over the age of 3 or a welcome addition to a collection. Surface wash only.--Peggy Etra",Toys & Games
8325208783,F4F-4 'Wildcat' diecast 1:72 model (Amercom SL-15),Model comes with a magazine. Model packed in blister.,Toys & Games
B00000JHWX,Toshiba SD-3109 DVD Player,"Toshiba designed the new SD3109 to be a cornerstone of Audio/Video performance and versatility. An advanced 10 bit 27 MHz high resolution D/A converter delivers superior picture performance. The advanced picture performance of the SD3109 is complemented by a built-in Dolby Digital decoder, DTS capability and Spatializer(r) N-2-2 virtual surround sound.",Electronics
B000789P5Q,"Bienfang #24 Blades for X-ACTO Knives, Bulk Pack, 100 Blades per Box X624 / HUNX624","Bienfang #24 Blades for X-ACTO Knives, Bulk Pack, 100 Blades per Box X624 / HUNX624","Arts, Crafts & Sewing"
B00007EFKH,"Maybelline Wet Shine Lipstick, Plumsicle - .13 oz",Hard to Find.,Beauty
B00005A63A,MOMENTS 9.5OZ [Health and Beauty] [Health and Beauty],"The perfect lubricant for those with sensitivities or allergies, ID Moments is a water-based sex lubricant with a hypoallergenic formula. Crystal clear, non staining, and offering a luxuriously slick sensation, ID Moments lube is also glycerin and paraben free to ensure worry free enjoyment. Suitable for all users and all materials of adult toys, washes away easily with soap and water. Convenient flip top cap dispenses quickly and cleanly. Type: Lubricant Base: Water Based Volume: 9.5 oz Ingredients: Water, Propylene Glycol, Hydroxyethylcellulose, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, PEG-45M, Tetrahdroxypropyl Ethylnediamine, Sucralose, Caprylyl Glycol, Phenoxy Ethanol, Hexylene Glycol, Sucrolose, Flavor. Weight: 11 oz",Health & Personal Care
B002Z392L8,Sex In The City Sexual Instinct 3.3 oz. Eau De Parfum Spray Women,SEX IN THE CITY SEXUAL INSTINCT 3.3 OZ EAU DE PARFUM SPRAY by INSTYLE USA for womens.,All Beauty
B000HAPB1Q,Star Wars Princess Leia Deluxe Child Costume,Lead the Rebel Alliance to victory in our authentic Princess Leia outfit..,"Clothing, Shoes & Jewelry"
B000LYAXU2,"5 Port (or 4 , 3 , 2) Way Telephone (Phone , Modem , Fax) Line Splitter 4-Wire Adapter","5 Port Splitter - why buy a 4 , 3 or 2-way splitter when you can have one of these. Allows you to plug 5 devices into 1 telephone line. It includes a small telephone cable attached on the end. What sort of items can you plug into this splitter? How about 2 telephones, one for each side of the bed in the master bedroom. Plug you computer's dial-up modem in. Does your satellite receiver need a phone line connected in order to buy pay per view movies, most do! Save one port for your fax machine. What about your caller ID box? Your answering machine will need a port. This is not one of those cheap telephone splitters that you will find from other sellers that only have 2 wires. Yes, it is true that telephone only need 2 wires in order to work, but what about your other devices. This splits all 4 wires and so it will work with the latest devices. Mounting holes are located on each side of the splitter so that it can be mounted to the wall and become a permanent fixture if you choose to do so. No tools necessary, just plug it into your existing telephone jack in the wall and you are ready to go. It is perfectly legal. No batteries required.",All Electronics
B00007EMCJ,Dayva BC510B Chaise Lounge Cover with Elastic (Discontinued by Manufacturer),"Tested ""the best"" outdoor protective cover.  Laboratory tests show Tron-Weve withstanding -40 degrees F and heat exceeding (by 50 degrees) the hottest temperature ever recorded in the world without damage.","Patio, Lawn & Garden"
B000093HML,Supreme Gerri Premium Gerbil Food,"Gerri Gerbil is a complete and balanced food formulated for the special nutritional needs of gerbils. Gerri is a palatable blend of 11 quality ingredients, including alfalfa, pumpkinseeds and raisins that add interest, encourage a natural foraging behavior while the different textures help keep continually growing teeth in trim. Gerri Gerbil contains all the protein, vitamins and minerals required to keep gerbils fit and healthy.",Pet Supplies
B00002238F,DELTA 50-293 Mobile Base for 37-190 Jointer,Delta 50-293 Mobile Base for 37-190 Jointer,Tools & Home Improvement
B00028ZLRM,"Vetrin Canine Buffered Aspirin-325 mg, 100 count",Vetrin Canine Buffered Aspirin-325 mg,Pet Supplies
B002W2HIYA,Meaningful Beauty by Cindy Crawford GLOWING SERUM .5 oz (Full-Size - 90 Day Supply),Use in the morning before applying moisturizer or anytime for an instant pick me-up and radiant glow. Alow product to absorb completely before applying makeup.,All Beauty
B00004XS38,Minolta DiMAGE Scan Dual II Film Scanner,"If you're serious about image scanning, don't give the job to just any old scanner. With its high resolution, 12-bit analog-to-digital conversion, and a 2,820 dpi maximum resolution, Minolta's Dimage Scan Dual II is poised to render sharp, satisfying images from a wide range of film types. Give it positives and negatives in either 35mm or in the Advanced Photo System format--or on mounted 35 mm film slides.The scanning itself is easy: just load your film into the scanner using the included holder or adapter and make a few quick selections on the scanning software. Whether you're scanning for e-mail, a Web page, or a color print, the scanner automatically prepares the data format for you--and even optimizes image quality. Efficient continuous scanning saves trips to the scanner. The Dimage Scan Dual II is a handy, high-class companion for USB-ready Windows and Macintosh computers.What's in the BoxScanner, driver software (Windows TWAIN_32, Macintosh Adobe Photoshop Plug-in, ColorSync profile), 35mm film holder FH-U1, slide mount holder SH-U1, AC adapter (AC-U1), USB cable UC-1, Adobe Photoshop LE, CD-ROM for Dimage Scan Dual II",Office Products
B0006HUIYA,"Fiskars 12-23287097 3-in-1 Corner/Border Punch, Flowers",Border & Corner Punches give you the freedom to make a continuous frame of any size or continuous decorative borders and corners. The alignment grid printed on the punch base makes it easy to create a border simply by lining up the punched out area of your paper with the design on the base.,"Arts, Crafts & Sewing"
B00004UF0P,Panasonic KXTC1811 900 MHz DSS Cordless Phone with Dual Keypad (Black),"Steer clear of static with the Panasonic KXTC1811B 900-MHz cordless phone.This affordable phone offers the power of 900 MHz transmission plus digitalspread spectrum technology for a clearer and stronger signal. You also getdual keypads for convenient dialing, plus a digital duplex speakerphone.The KXTC1811B model's speakerphone allows several people to take part in aconversation at the same time, and lets you talk on the phone hands-free.Digital duplex technology reduces echo and dropout for better speakerphonesound quality.These convenient features come with the power of 900 MHz high-frequencytransmission, plus auto-scan, which searches 24 frequencies for the clearestchannel. Digital spread spectrum (DSS) technology switches rapidly fromfrequency to frequency at random at a range far above that accessible bymost radio scanners. Because of the sophisticated encryption behind modernDSS technology, DSS cordless phone calls are difficult to eavesdrop on.This phone's dual keypads on the handset and base allow you to page thehandset from the base and vice-versa, then access the intercom feature soyou can talk to someone in another room. The page also serves as a locatorso you can find the handset. The dual keypads also provide easiernavigation of the voice menu and quick access to features like speeddial.Other features include a speed dialer that holds 10 numbers, and a lightedhandset keypad so you can dial in the dark. Keypad functions include flash,pause, and redial. Both the handset and ringer volume are also adjustable.All this in a modern, black design that you can place on a desk or mount ona wall.The handset operates on a rechargeable battery that fully charges in aslittle as six hours for up to six hours of talk time. This phone comes witha headset jack, belt clip, and one-year warranty.",Office Products
B000BNY7MS,JJ Cole Essentials Pacifier Pod,"The pacifier pod offers you a stylish way to keep track of your baby's elusive pacifier.  With its ""attach anywhere"" handle, the pacifier pod can be kept on your belt loop, your diaper bag, or your car seat or stroller- keep several handy to ensure that you are always prepared.  With the pacifier pod, your child's pacifier finally has a clean and accessible home.",Baby
B000HGRJ6K,Mountain Hardwear Offwidth Primaloft Jacket - Women's,"204551 Features: Comfortably woven TufStretch fabric is light and dries quickly, plus it offers 4-way comfort stretch and has a DWR finish to repel water Insulated with PrimaLoft One, a unique microfiber insulation that mimics the physical and thermal properties of down; at equal weights and densities it'll keep you drier and warmer than other synthetics Keep the tunes rockin' using the MP3 pocket with earpiece cord exit Cinch up the 1-handed hem drawcord, collar cinch and adjustable Velcro cuffs to seal in warmth Dual front hand pockets and an interior zip pocket store your essentials Micro-chamois lined collar for added comfort Specifications: Weight: 1 lb 11 oz Insulation: polyester Shell fabric: 58% nylon to 31% polyester to 11% elastane Liner fabric: polyesterSpecifications based on size Small","Clothing, Shoes & Jewelry"
1936920956,Alchemist Academy,"In Alchemist Academy you play a young and gifted student at Eggelstein Hall known better to the students as Alchemist Academy, a school for the magically gifted. Your grades have slipped. With only a few weeks to go you need to raise your grades and fast! There is only one solution..... if you can't pass....CAST!

Game Play
Alchemist Academy is a fast, light-hearted card game for 2 to 6 players and is played in 30 to 60 minutes. Alchemist Academy is a hand management card game relying on 2 decks of cards, a Spell Deck and Shop Deck.

The game includes 23 different spells within the spell deck, which consists of 64 cards in total. Along with 6 different component cards which are required in different variations when casting a spell, this deck consists of 120 cards in total.

Each class (round) players attempts to cast spells on each other and themselves to increase their grade (score). Each of these spells require the correct components in order to cast it. These components are drawn from the Shop Deck.

Some spells are quick and easy to cast and only require 1 or 2 common components to be cast, however these only give the caster a small bonus. Other spells require rare or unique items to be cast and while this might take longer to obtain the right components, the resulting spell is far more powerful.

If the spell is successfully cast, there will be some sort of effect and the player who cast the spell gains points.",Toys & Games
B000JEL380,Child's Renaissance Boy Costume (Size: Large 12-14),"Includes Shirt, Pants, Vest & Hat. Shoes not included.","Clothing, Shoes & Jewelry"
B0009WG1O8,"Columbia Women's BL1167 Cascadian Snowchill Boot,Fossil/Jet,7.5 M","Columbia offers a wide variety of outdoor performance footwear, outerwear, sportswear, and accessories. Columbia products are engineered using the best technologies and highest quality materials, providing you with innovative products that are functional yet stylish and a great value.","Clothing, Shoes & Jewelry"
B000BLACH4,Michigan Wolverines Navy Brag T-shirt,Show your support for the Michigan football program with this classic tee from Prairie Graphics!  Back of tee lists all of their accomplishments!,"Clothing, Shoes & Jewelry"
B00004Z5QZ,"Fellowes Letter Sized Non-Magnetic Copyholder, Black (21106)","Nonmagnetic desktop copyholder offers a versatile, nonmagnetic, easel-back design. Use copyholder to position copy at the optimum viewing angle, moving line guide and paper holder along top or side. Copyholder adjusts for height and viewing angle and includes removable line guide and multiposition paper holder. Fold flat for easy storage. Copyholder holds 125 sheets of standard copy paper and is made of sturdy, impact-resistant plastic.",Office Products
B00017LEXE,"Wabash Valley Farms Amish Country Gourmet Popping Corn, Baby White, 2-Pound Bag",It resembles an old variety called the Japanese hulless. It comes from separating the smaller kernels from our medium white. Great tasting and tender! Works perfectly in our Whirley Pop Stovetop Popcorn Popper!2 lbs bag dimensions: 9 x 6.5 x 2Master case box (18 bags) dimensions: 16 x 7 x 12,Grocery & Gourmet Food
B0002E4ZEG,"Hohner Blues Harp Harmonica, Key of D","The world's first harmonica designed especially for Blues, the Blues harp features a wood body for natural tone, powerful reeds for deep, gutsy note bending and sturdy covers that allow airtight hand control.Specifications: 10 single holes, 20 reeds, Length: 4""",Musical Instruments
B0002TTLJK,Clover 45mm Rotary Blade Refill-5 per Package,A 45mm rotary blade refill. Easy to change blade with convenient protective blade holder included. Comes with a plastic case for convenient storage. Includes 5 blades. Warning: Keep out of reach of children. Be careful when handling the blade because it is extremely sharp.,"Arts, Crafts & Sewing"
B000BB6P5C,Midwest Products 3019 Railroad Cork N Cork Roadbed,"In 1952, friends combined their passions for model airplanes to develop a thriving business dedicated to providing high quality products to enthusiasts around the world. More than 50 years later, Midwest's product line and distribution have grown and changed, but its passion for quality has remained steadfast. Today, Midwest Products is a leading supplier worldwide of quality raw materials, accessories and kits to distributors and retailers. People use our products for leisure, educational and professional pursuits, from model airplanes and boats to architectural and educational projects. We are proud that our products enrich the lives of literally hundreds of thousands of people around the world everyday. Midwest's ""N"" Scale Cork Roadbed resembles the ballast used on real railroads. Its beveled edges enhance this realism. It has consistent thickness, is lightweight, cuts and shapes easily and offers excellent sound absorption. 25 pair per box. 1/8 (3mm) x 1-1/8 x 36.","Arts, Crafts & Sewing"
B0000633LC,"Motorola Easy Install Hands Free Car Kit for Motorola V60, V120, Timeport Phones","Compatible with Motorola V120c, V60c, V60g, V60t, V60, Timeport 270c, Timeport 280, and V66 cell phones, the Motorola Easy Install Hands-Free Car Kit provides hands-free communication convenience via its simple configuration and powerful, 3-watt speaker. Battery recharging is quick and easy; complete recharge from empty takes from one to three hours. You can install the car in only a few minutes. No tools are needed for installation, and no modification to your is necessary. For improved audio quality, an accessory microphone is also available (sold separately).",Cell Phones & Accessories
B0000AZ863,Attwood Plastic Flush Mount Rod Holder,"Stainless Steel Clamp on Rod Holder, 9-Inch, for rails 7/8-Inch to 1-Inch",Sports & Outdoors
B0002ARU24,Multipet Look Who's Talking Cat Dog Toy,Plush Talking Cat for dogs,Pet Supplies
B0002AQ1O2,Penn-Plax Stainless Steel Aquarium Thermometer,Stainless Steel Thermometer,Pet Supplies
B00000IUN9,BRIO Animal Set (33634),"Part of BRIO's Wooden Railway system, the animal set consists of four painted beechwood animals: a brown cow, a white horse, a yellow giraffe, and a gray elephant. Maybe they watch from the farmer's field as the BRIO train rolls by. Maybe the city has a zoo; or a wild animal preserve is located nearby. Maybe the circus is coming to town--and the elephant and giraffe are wild cargo in one of the train's open-topped cars. The only sure thing is creative playing fun. The giraffe is 2.75 inches tall; the others are approximately 2 inches long. Made in Sweden.--Ava Natov",Toys & Games
B000BKJDCA,Pro-Lift G-2489 Grey Hydraulic Garage Jack - 2-1/2 Ton Capacity,"Pro Lift G-2489 Garage Jack is a 2-1/2 ton garage jack that is design to meet and exceed the latest ASNI/PALD requirements.  It gives you the ability to lift from 5 inch to 19-1/2 inch.It is built with heavy duty steel construction to provide you the long term durability.  With the large base and saddle, it adds the extra strength and the stability.The swivel saddle and swivel rear casters enhance the safety and provide the ability to position the load easily.For the safety operation, Pro Lift G-2489 has the patented bypass device built-in to protect against over pumping.  Also, the built-in safety valve provides the protection from overload.- Patented bypass device protects against over pumping for safe operation- Built-in safety valve provides long term durability- Swivel rear casters provide easy positioning and safety- Heavy Duty Steel Construction Provides Long Term DurabilitySpecifications- Capacity: 2-1/2 Ton- Lift Range: 5 to 19-1/2 inch- Package Dimension: 26.57 x 14.17 x 7.87 inch- Item Weight: 70 LbsPro Lift G-2489 2 Ton Garage Jack is backed by 90 Days warranty from the date of the purchase.",Industrial & Scientific
B0000YV7KS,"Hot Spa Professional Paraffin Bath, White","Relax tired, aching feet while softening dry skin with Hot Spa professional paraffin bath no appointments needed, this professional-grade, large tank paraffin foot bath is ready when you are to give your feet the royal pedicure treatment from softening rough, dry skin and cuticles to soothing achy, arthritic feet. The extra-wide opening comfortably accommodates one foot at a time (even wide feet) with penetrating, therapeutic warmth. The paraffin bath also works wonders on hands, wrists and elbows.",Beauty
B00000K024,Canon SureShot 70 Zoom 35mm Camera,"The Sure Shot 70 Zoom, with its built-in sliding lens cover, is ultracompact and easily fits in your pocket or purse. The Sure Shot 70 Zoom's wide range of automatic features makes it easy to use. It uses Canon's 3-point smart autofocus, and has an automatic pop-up flash with red-eye reduction and slow-sync functions. It offers automatic exposure, film load, advance, and rewind.",Electronics
9985574869,Sanyo Zio (Android) Standard Red LED Wall / AC / Home Charger!,Sanyo Zio (Android) Standard Red LED Wall / AC / Home Charger!,Cell Phones & Accessories
B0011ZAX1Y,Olympus VN-4100PC Digital Voice Recorder and Olympus ME-52 Microphone Outfit - Olympus AOLYVN4100PCK1,Olympus VN-4100PC Digital Voice Recorder and Olympus ME-52 Microphone Outfit - Olympus AOLYVN4100PCK1,All Electronics
B00004RHGM,DEWALT DW6820 No. 20 Size Joining Biscuits (75 Pieces),DEWALT DW6820 No. 20 Size Joining Biscuits (75 Pieces),Tools & Home Improvement
B0002APJNQ,"JurassiDiet - Bearded Dragon, 40 g / 1.4 oz.","JurassiDiet is THE premium food for reptiles. It contains only the highest quality ingredients without low nutritional value fillers (like corn meal). It contains a broad spectrum of all the important components needed in a reptile diet: protein, fat, carbohydrates, vitamins and minerals. JurassiDiet is different from other foods on the market because of its nutritional value and palatability. You will see increased growth, appetite, coloration, and vitality in your animal within 1 month of constant usage of JurassiDiet. GUARANTEED. JurassiDiet costs more than other reptile foods because of its superior formulation and quality ingredients. JurassiDiet can be used as the sole diet for many species as well as a complementary food source. Contains no soy, which can interfere with calcium adsorption Ingredients: alfalfa, krill meal, fish oil, fish meal, spirulina, beta carotene, Vitamin A Acetate, D-Activated Animal-Sterol (D3), Vitamin B12, Riboflavin, Niacin, Folic Acid, Calcium Pantothenate, Pyridoxine hydrochloride, Thiamine, Biotin, DL Alphatocopherol (E), L-ascorbyl-2-polyphosphate (C), choline chloride, cobalt sulfate, copper sulfate, ferrous sulfate, manganese sulfate, ethylenediamine dihydroiodide, mineral water Guaranteed Analysis: Crude Protein (min): 35% Vitamin A (min): 8000 IU/kg (3600 IU/lb), Crude Fat (min): 7% Vitamin D3 (min): 450 IU/kg (205 IU/lb), Crude Fiber (max): 5% Vitamin E (min): 200 IU/kg (90 IU/lb) Moisture (max): 10% , Ash (max): 9%",Pet Supplies
B00012WYHY,"Terranova Pikake Shea and Cocoa Body Butter, 0.56 Ounce","With a hint of sparkling luminescence, this super-emollient body butter, rich in moisturizing shea and cocoa butters, plus tropical coconut oil and hibiscus, softens skin for a supple, radiant glow.",Beauty
1609960718,Carson Dellosa Monster Notepad (151041),"Perfect for reminders, calendar notes, homework notes, name tags, and much more! Each pad features 50 acid-free, lignin-free sheets and measures approx. 5.75"" x 6.25"".",Office Products
B00002N6IZ,"Wooster Brush R017-9 Sherlock Roller Frame, 9-Inch","Best-selling professional roller frame in the world! Quick-release spring prevents roller from slipping, yet allows clean and easy ""hands free"" removal. Fiberglass-reinforced nylon cage withstands the force of cover removal. Internal bearings eliminate shank wear and provide super-smooth rolling action. Comfortable full-size grip, threaded for all extension poles, including no-twist Wooster Sherlock GT. See the manufacturer's video with tips from an engineer who designed the frame at www.woosterbrush.com/PaintingTips/Videos. The Wooster Brush Company has been manufacturing innovative, high-performance painting products right out of Wooster, Ohio USA since 1851. You can feel confident knowing Wooster is the name behind your tools.",Tools & Home Improvement
B0000696D7,6 Piece Bedding Set - Paloma,"For girls only, this cute crib bedding set with a flower and bug motif makes a feminine statement to baby's room. The set includes a quilt, crib bumper, bedskirt, fitted sheet, diaper stacker, and window valance. All pieces are patchwork together with a blend of poly/cotton and satin fabrics. The background colors on this bedding are bright pastels in pink, lavender, yellow, and green with flowers, bugs, butterflies and mushrooms appliqued in a similar color scheme. A pink-and-white gingham backs the quilt and bumper and is the main fabric for the diaper stacker and fitted sheet. The window valance measures 6 feet, 3 inches across and has 1-1/2-inch, 3-inch, and 8-3/4-inch pockets for gathering over any sized rod. The diaper stacker has a built-in hanger for hanging off the edge of the crib.--Cristina Vaamonde",Baby
9967322675,LG Optimus Zip Professional Smartphone Blue LED Car Charger with digital rapid and slow charge features!,LG Optimus Zip Smartphone Professional Blue LED Car Charger with digital rapid and slow charge features!,Cell Phones & Accessories
B00012PPA2,"Red Buffalo Swiss Chocolate Almond Flavored Coffee, Ground, 1 pound","Our supplier starts with high grown Arabica beans (the most prized coffee grown), imported from the finest coffee growing regions of the world. After personally inspecting and sampling each load, they ship the selected beans directly to their roasting plant in Wichita, Kansas. There, the raw beans are blended and flame roasted to exacting specifications, assuring you of the freshest, most tantalizing coffee served. Your coffee from The Red Buffalo is guaranteed fresh, delicious and consistent, order after order, cup after cup.",Grocery & Gourmet Food
