"id","createdby","createddate","modifiedby","modifieddate","brand","description","name","price","short_description","thumbnail","unit_in_stock","category_id","brand_id","discount","rating_average"
110,NULL,"2022-03-16 15:02:05.316",NULL,NULL,"E-Dra","Tay ghế của E-Dra Mars EGC202 có đầy đủ tính năng xoay 3 chiều cực kỳ chắc chắn và linh hoạt. Lưng ghế ngả tối đã 180 độ bền bỉ và an toàn. Chân trụ của ghế với tiêu chuẩn gồm trụ thủy lực class 4 chịu trọng lượng trên 100kg và chân lõi thép chắc chắn.","Ghế E-Dra Mars EGC202 (Đen)",2049000.0,NULL,7095939,50,8,14,NULL,NULL
111,NULL,"2022-03-16 15:02:40.375",NULL,NULL,"E-Dra","Ghế MSI MAG CH120 (Đen) là chiếc ghế gaming cao cấp đến từ thương hiệu MSI nổi tiếng với thiết kế phong cách cùng những tính năng vượt trội sẽ đem lại cho bạn những trải nghiệm tuyệt vời, thỏa mãn nhu cầu kể cả những người dùng khó tính. Vì thế, chắc chắn MSI MAG CH120 là sự lựa chọn tối ưu cho bạn.
Sử dụng chất liệu cao cấp cho cảm giác êm ái, an toàn khi sử sử dụng và dễ dàng vệ sinh

","Ghế MSI MAG CH120 I (Đen)",5590000.0,NULL,7095943,50,8,14,NULL,NULL
112,NULL,"2022-03-16 15:02:51.29",NULL,NULL,"Corsair","Được thiết kế nhỏ gọn trong lòng bàn tay chỉ 119g bằng chất liệu nhựa. Vời hình dạng đường viền được điêu khắc đặc biệt cho tay cầm. Đồng thời với phần lưng được bo cong sẽ giúp cho những người có lòng bàn tay lớn được thoải mái hơn.","Chuột gaming CorSAIR Ironclaw",1790000.0,"",7095945,50,4,9,NULL,NULL
113,NULL,"2022-03-16 15:03:27.68",NULL,NULL,"Warrior","Ghế gaming Warrior Crusader Series WGC102 mang một thiết kế hiện đại, giúp bạn thư giản hay làm việc đều hiệu quả và thoải mái. Với góc độ nghiêng lên đến 135 độ giúp bạn có thể ngã người nghỉ ngơi hay góc thẳng 90 độ để bạn có thể làm việc một cách hiệu quả. Tay vịn của ghế cũng sẽ tự động thay đổi khi bạn điều khiển ghế.","Ghế Warrior Crusader Series WGC102 (Đen)",2490000.0,NULL,7095949,50,8,15,NULL,NULL
114,NULL,"2022-03-16 15:04:06.037",NULL,NULL,"Razer","Trải nghiệm hiệu suất mạnh mẽ với con chuột nhẹ nhất từng được tạo ra của chúng tôi — một cấu trúc siêu nhẹ, gọn gàng giúp điều khiển dễ dàng. Có công tắc chuột quang tiên tiến, cảm biến 8.500 DPI chính xác và Cáp Razer Speedflex cho độ chính xác và tốc độ cao nhất.","Chuột máy tính gaming Razer Viper Mini (RZ01-03250100-R3M1)",1290000.0,"",7095955,50,4,16,NULL,NULL
115,NULL,"2022-03-16 15:04:17.164",NULL,NULL,"Warrior","Ghế gaming Warrior Crusader Series WGC102 mang một thiết kế hiện đại, giúp bạn thư giản hay làm việc đều hiệu quả và thoải mái. Với góc độ nghiêng lên đến 135 độ giúp bạn có thể ngã người nghỉ ngơi hay góc thẳng 90 độ để bạn có thể làm việc một cách hiệu quả. Tay vịn của ghế cũng sẽ tự động thay đổi khi bạn điều khiển ghế.","Ghế Warrior Crusader Series WGC102 (Đỏ đen)",2490000.0,NULL,7095957,50,8,15,NULL,NULL
116,NULL,"2022-03-16 15:04:59.241",NULL,NULL,"Razer","Razer Deathadder là một chiếc chuột chơi game nổi tiếng và đã có hơn 10 triệu chiếc đã được bán. Nhờ thiết kế công thái học đặc biệt, phù hợp hoàn toàn cho form palm, hỗ trợ tốt với form cần claw hoặc finger tip. Do đó Razer Deathadder V2 là một sản phẩm tiếp nối di sản này với hình dáng đặc trưng của thế hệ trước và giảm đi trọng lượng để bạn có thể xử lý nhanh hơn trong các trò chơi. Mang đến sự thoải mái tuyệt đối khi chơi game nhờ thiết kế công thái học.","Chuột máy tính gaming Razer Deathadder V2 RZ01-03210100-R3M1 (Đen)",1290000.0,"",7095966,50,4,16,NULL,NULL
117,NULL,"2022-04-10 11:25:53.308",NULL,NULL,"Apple","test","Hello",10000.0,NULL,9360452,100,1,1,0,NULL
118,NULL,"2022-04-10 11:27:39.228",NULL,"2022-04-17 14:11:07.067","Logitech","qa","Hq",30000.0,NULL,9407707,12,2,3,0,NULL
119,NULL,"2022-04-10 11:28:32.523",NULL,"2022-04-17 14:11:16.612","Logitech","qqq","qq",1222222000.0,NULL,9407708,26,7,3,0,NULL
121,NULL,"2022-04-17 14:56:24.084",NULL,"2022-04-17 14:59:05.606","Apple","test","KHẨU TRANG",250000.0,NULL,9407789,50,2,1,0,NULL
